,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit
562,Obviously,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.652,0.867,6EsnG6BmZ6U7NxicrO8tDJ,-2.323,0.0304,0.176,130.624,1,0,Recently I've been Hopelessly reachin Out for this girl Who's out of this world Believe me  She's got a boyfriend He drives her round the bend Cause he's 23 He's in the marines He'd kill me  For so many nights now I find myself thinkin about her now ohhh  Cause obviously she's out of my league But how can I win She keeps draggin me in And I know I Never will be good enough for her No no I never will be good enough for her ...  *******  ******* ,53,0.104,0.767,4,198880,1
563,Room On The 3rd Floor,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.566,0.847,3j3Zrq7CiZtidBdcDrVIrd,-2.601,0.0265,0.108,89.939,4,0,"Room on the third floor Not what we asked for I'm not tired enough to sleep One bed is broken Next room is smokin' Air conditioning's stuck on heat  Outside it's rainin' And the guests upstairs complainin' 'Bout the room that's got their TV too loud I guess that times like these remind me That I've got to keep my feet on the ground yeaheahea  Wake up early, Round seven thirty, ...  *******  ******* ",40,0.11,0.513,4,196800,0
564,That Girl,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.441,0.973,21fkN5QbjlzGqDsmR0Ops1,-1.911,0.0793,0.0435,174.366,8,0.000123,"One, two, three, four.  Went out with the guys and before my eyes There was this girl, she looked so fine And she blew my mind and I wished that she was mine And I said, ""Hey wait up 'cause I'm off to speak to her""  And my friends said  But I didn't care   'Cause I loved her long blond hair  And love was in the air  And she looked at me  And the rest was history   Dude you're being silly 'cause you're never gonna get that girl And you're never gonna get the girl  We spoke for hours ...  *******  ******* ",40,0.0716,0.676,4,197213,0
565,Hypnotised,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.51,0.818,4E0yLdSSJPCcJJgw5a3i3q,-2.339,0.0278,0.0544,176.775,7,0,"I feel like i've been here once before, you threw my bags out through the door, and in the road. i came home to find them on the floor, and as the rain began to pour, i got cold. and i tryed to compromise, but you kept telling all these lies, and now i dont get to say my last goodbye. goodbye to you been waisting all my time, your no longer mine, and now you've left me i cant seem to get you off my mind. thats when i realised, you had me hypnotised ...  *******  ******* ",32,0.174,0.816,4,182307,0
566,Saturday Night,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.396,0.943,4xtIFwvm3MGfxMbH61DRt5,-2.618,0.0535,0.0126,185.363,1,0,"With my parents outta town I got all my buddies round Said we're gonna have a party tonight  If your dad has got the truck Then I'll come and pick you up And anyone who wants to come for a ride  And if you wanna have a drink There's some bottles by the sink Over 20, 000 people inside  You know that everybody likes to Party on a Saturday night  We'll have every girl in school In the deep end of the pool If you wanna take a dip bring your trunks  And when we start to dim the lights Gotta find a girl you like And you better hope she's already drunk  ...  *******  ******* ",29,0.0479,0.664,4,167720,0
567,Met This Girl,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.533,0.953,0ZJtz3NgruPdlsqdnGJ0B6,-2.264,0.0871,0.0115,181.607,2,2.54E-06,Well i met this girl Just the other day I hope you don't regret The things that i said now When we're laughin and jokin With each other now  Im glad i met this girl She didn't walk away I think she was impressed I was havin a good time But when we're laughin and jokin With each other spendin All our time together  When she walks in the room My heart goes boom  When she walks in the room My heart goes boom  I tried to take her home But she said you're No good for me ...  *******  ******* ,28,0.0865,0.82,4,166800,0
568,She Left Me,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.354,0.652,4QowG1AiYZCb04B0NiSRNH,-4.46,0.0294,0.0235,205.385,7,0," She walked in and said she didn't wanna no anymore  Before I could ask why she was gone out the door  And I didn't know  What I did wrong  But now I just can't move on  Since she left me , she told me  Don't worry , you'll be ok you don't need me Believe me you'll be fine ...  *******  ******* ",32,0.138,0.569,3,205893,0
569,Down By The Lake,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.554,0.931,107d3N4dOswoY3DwCA0jZM,-2.765,0.0426,0.029,89.999,10,0,"Well you'd better get home 'Cause your Daddy's awake Said he saw you last night Making out by the lake With a boy that he hates, Doesn't look at me the same way that you do.  Said I look pretty cute but I don't got the grades Seen the star on my foot And the way I behave And we're better off when Daddy's out of town  Oh baby you've got nothing to prove But if we decide to go, Doesn't mean he's gotta know ...  *******  ******* ",28,0.167,0.966,4,157653,0
570,Unsaid Things,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.54,0.921,67tkulBDck89z3OoIHbznU,-2.358,0.042,0.207,139.901,0,0,"This girl that moved just up the road from me, She had the nicest legs I've ever seen. Back then, she wrote me letters just to say she loved me, But now her face is just a memory. Now that seven years have gone, And I've grown up but she's moved on, and some how I'm still holding on, to her!  Chorus I still got so many unsaid things that I wanna say, And I just can't wait another day, I wish she knew. I still wait up wondering if she will remember me, ...  *******  ******* ",28,0.31,0.741,4,205480,0
571,Surfer Babe,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.531,0.96,2Za1tWKA0twNY2vRzsMbFb,-3.032,0.0958,0.0596,177.287,8,0,"Well its quater to 4 we're hangin out at the pizza place and we've all got our boards later on we're gonna catch the waves  Well thats what i said when i left her in bed with the radio on and a book she read let the truth be known  i just wanna date a surfer babe i hope i'm not a little to late i never know what your gonna say you dont think your my type but you are, but you are, but you are but you are  you know i just dont know how im gonna get through this thing that i've been feelin for you dont think i know your name but i do, but i do, but i do your a surfer babe  you know its hard when things ...  *******  ******* ",33,0.307,0.941,4,153520,0
572,Not Alone,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.227,0.749,5KUUQe1L252zCSvghOdLpD,-3.451,0.0319,0.0207,182.086,4,2.54E-05,Life is getting harder day by day And I I don't know what to do or what to say yeah And my mind is growing weak every step I take Its uncontrolable now they think I failed yeah  cause i'm not alone no no no But I'm not alone no no no I'm not alone  And I I get on the train on my own Yeah My tired radio keeps playin tired songs And I know that there's not long to go Oh And all i wanna do is just go home ...  *******  ******* ,30,0.106,0.248,4,258293,0
573,Broccoli,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'post-teen pop']",275906,0.61,0.867,08KwAnzoEdYRdOHsxmCxSF,-2.782,0.037,0.0655,132.633,7,0,"Everything was goin just the way i planned the broccoli was done, She doesnt know that im a virgin in the kitchen cos its normally my mum,  But then she called me and thats when she said to me she wasnt coming round for tea  I should have known much better But its so hard i cant forget her But she keeps playin me around But im trying so hard to impress her She puts me under so much pressure And i just wanted her to let me know she cares  Blowing out the candles now ...  *******  ******* ",34,0.118,0.755,4,211253,0
574,The Humming...,Enya,75,['celtic'],900326,0.569,0.282,15Zt4Z0N6JMwyNp1vLQNfi,-13.773,0.0274,0.876,88.623,8,0.854,"And all the light, will be, will be And all the future prophecy And all the waves, the sea, the sea And on the road, are you and me  Hmmmmmmmm Hmmmmmmmm  And all the wings are like a kiss And all the years are nemesis And all the moments fall in mist And all is dust, remember this  Hmmmmmmmm Hmmmmmmmm ...  *******  ******* ",60,0.0997,0.215,4,225120,1
575,So I Could Find My Way,Enya,75,['celtic'],900326,0.14,0.311,2ImwOBqAHn3mHyLJ4HBTbk,-14.93,0.0417,0.929,177.799,2,0.426,A thousand dreams you gave to me You held me high You held me high And all those years you guided me So I could find my way How long your love had sheltered me You held me high You held me high A harbour holding back the sea So I could find my way ...  *******  ******* ,59,0.109,0.0778,3,265960,1
576,Even In The Shadows,Enya,75,['celtic'],900326,0.535,0.34,4jBHJDHmet3Ms00S1ouWL9,-13.135,0.0244,0.837,95.891,2,0.978,Even in the shadows I turn around To find you walk away And even when I whisper The winds will come To steal the words I say  I could fall and keep on falling I could call and keep on calling Wonder why this love is over Wonder why it's not forever more  Even in the silence ...  *******  ******* ,56,0.115,0.262,4,254240,1
577,The Forge Of The Angels,Enya,75,['celtic'],900326,0.498,0.273,5oUr1pTznee9AVd6Txbsc9,-13.881,0.0323,0.766,119.427,10,0.851,,55,0.107,0.0744,4,314200,1
578,Echoes In Rain,Enya,75,['celtic'],900326,0.693,0.396,3WdBXPv7WUY9fZ6YyTpX6M,-9.428,0.0298,0.826,93.875,9,0.803,Ah ah ah ah ah ah ah ah Ah ah ah ah ah ah ah  Wait for the sun Watching the sky Black as a crow Night passes by Taking the stars So far away Everything flows Here comes another new day  Ah ah ah ah ah ah ah  Into the wind I throw the night Silver and gold Turn into light I'm on a road I know the way Everything flows Here comes another new day  Allelujah Alle alle Allelujah Allelujah ...  *******  ******* ,62,0.0847,0.499,4,215453,1
579,I Could Never Say Goodbye,Enya,75,['celtic'],900326,0.125,0.143,1SE1SIvwiF8xA1fgBJeAfl,-18.37,0.042,0.961,75.262,1,0.487,Night has come Without my tears Now I walk alone You're no longer here The days turn to years  I could never say goodbye To the sadness in my eyes ...  *******  ******* ,50,0.129,0.11,3,209947,1
580,Dark Sky Island,Enya,75,['celtic'],900326,0.406,0.246,5vU7lm9m3RmVOSzBbqXyIN,-13.762,0.0298,0.929,96.616,1,0.539,"Listen to the waves speak up The blue voice of the sea And they whisper as they touch the shore Come back to me Come back to me  Boat by boat upon the waves All come to find the light In the darkness of the sky above Come back to me Come back to me  Capella, Auriga ...  *******  ******* ",55,0.112,0.211,3,297440,1
581,Sancta Maria,Enya,75,['celtic'],900326,0.347,0.378,2Dr10eCjsJ7MVORP80yMAV,-10.447,0.0282,0.709,100.212,2,0.98,"Sancta Maria Sancta Maria Sancta Maria Sancta Maria  Sancta Maria, Maria, Maria Sancta Maria, Maria, Maria ...  *******  ******* ",48,0.101,0.131,3,231640,1
582,Astra Et Luna,Enya,75,['celtic'],900326,0.451,0.192,4Rk3ynSRkB2vJUgyC6er0S,-14.747,0.0287,0.921,137.254,5,0.908,Caelum noctis In Tenebris Astra et astra et luna Non nubilae Caelum serenum Tantus cantus ventus  ...  *******  ******* ,48,0.12,0.188,4,201093,1
583,The Loxian Gate,Enya,75,['celtic'],900326,0.4,0.399,1eVosR3JxBfD0KDbKAK5ep,-12.192,0.0279,0.744,76.72,2,0.989,"Ora beyhe o llay ay o ay a bey ah llay 'Ora beyhe o llay ay o ay a bey ah aday Phormmayonay Menemmay bayrr o no Orpirrrommay Eepha lyi kul ay o no Oooo vaya vee, oooo daya dee Oooo vaya vee, oooo daya dee Orluuammay ...  *******  ******* ",48,0.0938,0.312,4,214880,1
584,Diamonds On The Water,Enya,75,['celtic'],900326,0.369,0.173,3pSWr2EpMNomEOVCYAuqrD,-15.522,0.031,0.86,97.005,9,0.112,"Ah, ah, ah Ah, ah, ah Ahh  Listen to the river It echoes softly Drifting in my memories The sound of Summer  ...  *******  ******* ",48,0.0978,0.102,3,215387,1
585,I Feel Love ,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.404,0.919,7nifNyg6rF6abgtg8MG0D6,-6.76,0.139,0.0091,93.92,4,0,Nothing is a color I cross the desert Nothing is alive  What does the black top know that I have not cracked with my mind Nothing is a color Gray as the pill Nobody Cries Why do the screek lamp shine on still Nothing is alive  I feel love every million miles I feel love Every once in a while  I feel love every million miles I feel love Every once in a while  Nothing is a color ...  *******  ******* ,56,0.0932,0.207,4,196000,1
586,Buzzkill,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.591,0.851,1X0qFXYJrRuEAMBaQ2JHIW,-7.058,0.0724,0.00453,122.193,6,0.00396,"Oh lord, forget about me I'm doing fine Oh lord, forget about me Let me ride Oh lord, I've got no mind for you I will not please No mercy shall be given me Down in Tennessee Stop!  Buzzkill me Why don't you stop? ...  *******  ******* ",39,0.107,0.622,4,188077,0
587,Let Me Through,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.563,0.552,4py998P9qkiiKXhCfvWfpf,-7.566,0.0594,0.0865,127.148,1,8.73E-05,"Lovin' is a wild thing And if you stand in my way I'm gonna bully bully baby Bully till I'm free.  The apple is shining Like glass on a highway. Devotion is salt in Salt in any wound of my say  I got a bloodhound tooth Hanging like a dagger in a bar back west If you try and pull it down You know I'll save all my best  Shots for you Boom, boom, boom Shots for you Boom, boom, boom  Trouble is my heart twin I shovel as I sing sing I'm gonna dig it till I cut through ...  *******  ******* ",36,0.0961,0.471,4,257601,0
588,Three Dollar Hat,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.326,0.853,09cYyZlwLtT7qLzOseA6cN,-8.56,0.0711,0.0117,166.002,9,5.99E-06,I'm that bad man named Jackie Lee Shooting everybody down with a .33  Jackie said Johnny can't you see? That you love everybody but Jackie Lee?  Johnny said to Jackie don't take my life I got three young kids and a bad-ass wife  Jackie told Johnny you're acting crazy What you know about having a baby? You're crazy!  ...  *******  ******* ,41,0.102,0.137,1,203829,0
589,Lose The Right,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.368,0.795,5c4N2GAzTg08SwCChIP2SA,-6.935,0.0671,0.0469,73.772,9,2.64E-05,"I always knew you put poison in your potion I lost my will to reason so long ago You are as broken as the ghost that you believe in I seen him in you, you know  Listen to me when I tell you what you mean to me Just to clear the air, the air around you is killing me Whatever's in between you and me and the vicinity It isn't fair to me so leave and don't come back to me ...  *******  ******* ",35,0.0964,0.549,4,198397,0
590,Rough Detective,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.387,0.874,0FtBpIAlKcXEwr6CEnZm33,-7.869,0.134,0.059,121.49,7,0,"You're an unusual suspect now and may be right The kind all men cannot recollect or forget at night You're the rough detective with the smoky eye Where the person you are after is the other guy The apprentice is the master and the cop's a con You hear me laughing in the background Don't make me run, baby Don't make me run Don't make me run, baby Don't make me run Well, I'll make you retell your story now just to trip you up This mirror is reflective only if you're tired ...  *******  ******* ",37,0.113,0.428,4,183297,0
591,Open Up,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.368,0.797,7k2UfLPIGRIaj53WBsvztk,-7.202,0.0695,0.088,138.791,4,0.000216,"Have you noticed the rivers and the clocks, they're not moving? What about the birds you got stuck on your ceiling, chirping? I breathe in but I choke, little things make a landslide go If I knew just the pin to hold in I'd build walls and you know, you know I would  My hand is faster than the pen but the end has been written down Still the ink will not dry, undermined by a hope that I'm wrong  Open up, open up  I see your roses grew noses and noses go and get broken And there's a hope, there's a place, there's a sickened feeling I look into the space that defaced my belief in Where we are, what it means, and what did you say your name was? Well say it again  ...  *******  ******* ",32,0.333,0.254,4,230947,0
592,Be Still,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.416,0.68,6sSu8zOI1czxfHks3jwlKn,-9.318,0.0778,0.128,130.31,7,2.47E-05,"Be still young heart Never will you fall apart Be still young heart Never will you fall apart Be wise, my dear, you must learn to just be still Until you really, really know Show me you're right, shine your light I wonder when will I know To hell if I don't pray like a mannequin in the window I don't say a word I like to sit back, observe My heart says do not disturb And yours is like a doorknob, everybody get a turn Now that's a turnoff, girl, I'm not concerned More like the early bird tryin' to get the worm, worm But not on those terms, you got on my nerves Say I don't deserve you, you're gonna learn Treat it like a perm, leave it be or let it burn Eat 'em like an urr-ange, orange So when they on the verge of leavin' it don't get borin' Foreign trips are taken just to see your smiley faces ...  *******  ******* ",33,0.0762,0.412,4,168173,0
593,Mile Markers,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.414,0.856,27hlPrb9kQ08zYZBXZlDOl,-5.91,0.132,0.235,133.185,2,1.19E-05,"The cold white flamingo wins at black market bingo That we used to play, but we don't play no more We used to travel playing hotel games Eating truck stop dinners with christian names Pointing out porn in payphones pinned into the core Now I just count mile markers between your door and my door  Big boys, bad girls, grind their teeth in stereo Big boys, bad girls, grind their teeth in stereo  I creep, I don't move in the breeze like I used to I bend backwards at the elbows and the knees The silver tap is spewing crap and I'm halfway round the world Flatlined in a space between my teeth  ...  *******  ******* ",33,0.372,0.509,4,226653,0
594,Cop and Go,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.463,0.943,4xGKuBSBIndRDcZ0xlxSpT,-7.719,0.177,0.092,171.494,4,5.00E-06,"Beautiful eyes long gone Beautiful eyes return Beautiful lies set in stone Come alive, disarm Take my life, alter form  You look at me on the level, uh-huh Like we got shit to settle, uh-huh But all you do is cop like a cop And go  Here he comes shaking his old alibi Here he comes eating his whole pie in the sky Beautiful eyes, strange glow Beautiful eyes, danger zone  ...  *******  ******* ",33,0.15,0.124,4,247083,0
595,Too Bad,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.411,0.972,49SV4KgqZ8P8OY2i85cGm9,-5.969,0.167,0.00711,118.256,4,0.158,"Hey Hey Hey Hey  I know where the body is I know why the branches twist And when the well is getting low How it came to be so  I'm going back, yeah I'm going back I'm going back to bed, baby It's just too too too too bad  I know how the story ends ...  *******  ******* ",31,0.0876,0.259,4,227098,0
596,Impossible Winner,The Dead Weather,53,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'punk blues']",235959,0.454,0.542,7Gjx9I402XBgaRQkC2rNma,-7.927,0.0256,0.276,93.897,9,5.83E-05,I'm the desert sun The ever endless sea Not a drop of blue or white It's where it shouldn't be I'm a wheel going round In a mirror house I made no way out But you have feels about  Holding on To everything has come and gone I need distraction Gimme a form in between  Everything I've ever seen Don't be long I'm no beginner I'll be here every night My name up in lights  The impossible winner  I'm the wilderness Dark end of the street ...  *******  ******* ,34,0.166,0.193,4,240219,0
597,DEATHCAMP,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.581,0.746,2u1tKPsxhwigi5BNbXihB0,-5.495,0.0422,0.0149,101.881,10,0.000276,"Um, excuse me mister but can you please turn down the lights I don't really like all these cameras, man And this shit just don't feel right And I don't really wanna be rude to you, sir But fuck you mean I can't wear my hat in here? And you got me fucked up, if you think I care, nigga I hope you little niggas is listening Them Golf Boys is in this bitch like an infant The blind niggas used to make fun of my vision And now I pay a mortage and they stuck with tuition So special the teacher asked if I was autistic And now I'm making plates, you just washing the dishes So if you don't mind, get the fuck out of my kitchen But keep your ego here so I can butt fuck your opinion But in the meantime brainwashing millions of minions Leader of the new school And you will never catch me in none of their fucking shin-digs I hope you fucking niggas is angry, pissed, and offended In Search of... did more for me than Illmatic That's when I realized we ain't cut from the same fabric I made my own shit, you went out and bought yours Man I got too much drop, motherfucker, I hate traffic ...  *******  ******* ",0,0.594,0.455,4,189703,0
598,BUFFALO ,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.347,0.824,3h0P4TXrlrv9Lj0z7FS36I,-5.054,0.106,0.00457,168.53,2,0.000266,"God, goodness gracious I can't wait to see the look on y'all niggas faces That boy t nuts, surprised his thoughts isn't chafing Fuck them crackers up at Mountain dew them niggas is racist Cabbage was made, critic faggots was shook  So I told 'em that I'll exchange the word ""faggot"" with ""book"" And all them ""books"" is pissed off and had their page in a bunch Fuckin' attitude switched just like a ""book"" when it struts But, I'm a fraud I pray to God when the six triple ""book"" bashin' While me and my favorite author's lips tickle Peter parker pick a pack of peppers when the plot thickens Tyler, the creator fuckin' kill you with a popsicle  Cold blooded so we rock mittens so they won't find him Not kiddin' keep the tommy on me bitch, I'm ms. Pickles Said I seem off, last time that team talked Sick of making niggas cabbage so I took the 'preme off Should've bought some stock in it ...  *******  ******* ",0,0.356,0.12,4,159964,0
599,PILOT ,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.596,0.869,4SUQbrebZgvSX8i3aYHMB6,-2.389,0.062,6.32E-05,109.998,5,0.0491,"Fly with the birds in the wind Where you wanna go, who, what, why, when? On a scale from nine to ten You taking L's baby, hold my hand and feel like the wind Now fasten your seat belt, and turn everything off I got your attention, mothafucka I'm bout to take off I'm the new pilot in this bitch And I ain't bring no extra baggage for this trip But I do bring a terror like I hate America A brand new camera and a parachute Nigga you and I are not the same, we not parallel Don't talk to me 'fore I fuckin' embarrass you Now sit your ass down you doin' three much I'm the captain on this bitch, don't get it fucked up Or you'll get fucked up  I'm so far ahead you niggas I'm in the future Y'all don't even know about my existence, it's like I'm dead to you You niggas, I'm sayin', look, y'all be on the stupid shit ...  *******  ******* ",0,0.0476,0.545,4,209412,0
600,RUN ,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.41,0.909,1VZS61kwta2pHVTAXU9uU1,-5.234,0.171,0.00178,145.973,11,0,"Fuck you running for nigga Aye nigga, come here nigga Let me try that hat on I told you come over here stupid bitch Come over here with that weak ass hat  All y'all niggas smoke y'all brains out In the car, car light, took the lame route Going nowhere fast if you think that you not gonna hesitate to pull the thing out ...  *******  ******* ",0,0.794,0.469,4,69077,0
601,FIND YOUR WINGS ,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.512,0.427,0mvnmLsfi9n5RjPIWzT6tY,-7.338,0.0277,0.405,75.027,9,0.0837,"Find your wings  Find your wings  Hey you, whatcha doin' and why you runnin'? Supposed to fly and take control cause you're the pilot You can't swim, you're gonna drown, the sharks are comin' The sky's your home, there's no limit, you know you gotta ...  *******  ******* ",0,0.0976,0.191,4,179043,0
602,CHERRY BOMB,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.533,0.818,53Ij8FmAuvzXLsjzCTLM31,-3.389,0.0516,0.000968,133.756,2,0.8,"I really made this song just so I could perform it I don't even know how to perform it  Aw, nah, boy don't cut that wood Found out his flowersdon't smell that good But if they smell real good to him Then he don't need anybody else's nose to win Look, I am a god, no, I don't pray to society All you other niggas wear camouflage I'm in a field wearing pink and blue What weak niggas see me? Nigga, Young creators will scream with me Nigga, you ain't got drivers to just beep-beep [?] They wanna talk shit from the back seat Come and light, my fire, I'll blow your fuckin' face off ...  *******  ******* ",0,0.155,0.151,4,269352,0
603,BLOW MY LOAD ,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.289,0.702,57lHFW5RSl888Q1UionOXq,-7.328,0.0811,0.0127,96.733,5,0.000205,,0,0.749,0.172,5,190285,0
604,2SEATER ,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.353,0.694,5LUJ8X9S6lJOeUwJkWqCeX,-7.411,0.359,0.332,89.017,10,6.19E-05,"We can speed in my 2 seater Girl I got a 2 seater Speed in my 2 seater In my 2 seater  About a hundred on Fax and it's easy to stop You see my shit isn't stock I used to piss in a pot and now I piss on the walls Since I pissed off a cop, a couple tickets I have copped But I can pay for them all And by the model of my vehicle you know that I ball A 92 but 91 the year that Tyler was spawned And If I crash in the woods then I'ma follow with this Like I'm tryna get stick or automatic you pick Shit is static as shit, sure my shit is a M Might get that X6 end don't follow exit him Might take back street hidden House got all sports cars like heres the watches, Jim Two sapphires on your neck thats his precious gems Now AMG it's in boy I will eat him Benz New engine you got that old shit with those deep rims You got a warranty don't care if you scratchin rims again  We can speed in my 2 seater Girl I got a 2 seater Speed in my 2 seater In my 2 seater  Sit in my passenger seat You tell me I got too much speed And I should slow, I should slow down But I can't, cause you drive, you wow  Girl I get a rush When we're speeding in my car Sometimes it's too much And you can feel the wind in my heart Girl I get a rush When we're speeding in my car Sometimes it's too much  ...  *******  ******* ",0,0.611,0.343,4,409779,0
605,THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12  ,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.63,0.842,7E3FdWpPkWTCggsanYXj30,-5.636,0.316,0.000954,84.942,1,0,"Oh, you the motherfucking man, huh? Oh, you be fucking bitches, counting all the bands, huh? Oh, you be trapping out the bando selling grams, huh? Oh, you be smoking, drinking lean, and popping Xans, huh? You see, that's the bullshit that I don't need I'm telling y'all niggas, y'all ain't fucking with me See, I look in the mirror and he said, ""You are the man"" And I said, ""Hey man, I agree"" Rocks on rainbow Ben's a nice fellow Your neck reflects yout personality, and mine is yellow Boy, I hit the block, like I hate Legos They know they got thirty seconds, Jared Leto Before they see some halos And I reload the ammo Boy is Golf Wang-o And that's the squad I bang-o I tell my fucking [?] Now lets reload the aim-o Can't a nigga get some fucking chaos in hurr? Want the truth in the [?] And you can get your ass [?] like a kick in the [?] Schoolyboy's my niggy, you know I'm good [?] That boy's not that bad, enh, it's no biggy It's the G-O, the L-F We go-go, no homo We black out, and go hard like JoJo and fuckin' Diggy No ship in this series And I just want Iggy, man ...  *******  ******* ",0,0.362,0.634,4,191869,0
606,FUCKING YOUNG / PERFECT,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.233,0.705,6738dceRZVHz8VumfBH7aI,-6.928,0.0928,0.0319,74.102,5,6.52E-05,,0,0.185,0.352,4,401573,0
607,SMUCKERS,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.452,0.85,3v6SdZsS8zR6Go257tldbB,-2.945,0.342,0.0149,79.453,10,0.00367,"I'm watchin' Freaks and Geeks with the trampoline on the floor I'm tryna pop the McLaren with the vertical doors nigga  Money, money, money, money, money ain't the motive What's your name again? Nobody knows it Don't speak to me nigga, you not important I'm focused They say I'm nutty, picnic basket Not short of a sandwich A peanut butter, Boyce Watkin's a faggot Please come and get me Said I suck him at your neck Like a hickey, boy I'm sicky Like a HIV victim, man nobody fuckin' with me I got banned from New Zealand, whitey called me demon And a terrorist, God dammit I couldn't believe it Ban a kid from the country, I never fall, never timber But you fucked up as a parent, your child idol's a nigger I clearly don't give a fuck, say you could run that shit back And fuck your loud pack, and fuck your Snapchat Cherry Bomb, the greatest fuckin' album since the days of sound And that shit gon' pop just like that nigga that was never 'round Damn, bout to drop, gas em up, thick exhaust Young T, came quick, hard to beat, dick is soft We ain't lyin', we the truth, call him Simba, beats his hooves Tyler the Creator sweatin' Jesus juice Put that fuckin' cow on my level, cause I'm raisin' the stakes Mom I made you a promise, it's no more section 8 When we ate its the steaks, now our section is great Cause that's the level I'm at, my niggas pass em a plate Ye!  Why, why, why? Why don't they like me? Cause Nike gave lot of niggas checks But I'm the only nigga ever to check Nike  Richer than white people with black kids Scarier than black people with ideas Nobody can tell me where I'm headin' But I feel like Michael Jordan, Scottie Pippen at my wedding They say I'm crazy but that's the best thing going for me ...  *******  ******* ",0,0.153,0.554,4,334363,0
608,KEEP DA O'S,"Tyler, The Creator",81,"['hip hop', 'rap', 'underground hip hop']",2236557,0.494,0.596,0YOzUujSDOvSRahyn1Pkeb,-8.444,0.0772,0.00815,139.94,6,0.000229,,0,0.0666,0.205,3,248544,0
