S No,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit,Artist Hit
640,Hype,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618197,0.789,0.608,5NFYuqu8V6QXc6mzcLImd6,8.288,0.189,0.0244,129.958,7,0,man dont live huh real ay yeah pull like hit got hit next one last year know learned could need im bigger homie im one year older lil homie im young money got written ok got action everything said happened boy light tv right next cannot right next dont see right next hate rapper feel hide dont get along man tried whats point even tryin hate always dyin gotta die,65,0.368,0.271,4,209413,1,1
641,Weston Road Flows,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618197,0.613,0.738,4PA16FAl8LPmFmOhARawdV,6.926,0.311,0.0819,82.833,6,0,one dem road shit nigga back couldnt buy cause feel like go back run store bring back brother man respect doin let u hit weed would leave u house go mission probably wouldve got trouble goin feel like never say much man there lot know feel like u really show im lookin first week like mean boy even coming close gave nigga like reason number one im look mirror im closer really like without tender love care tender love care love got price head there might people feel like wanted dead couldnt pull together yeah new one know deal pressure couple night started feel like feeling lot problem cant,62,0.32,0.341,4,253533,1,1
642,Redemption,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618197,0.635,0.319,4cRBqWBjuccCowYVHFlXK6,8.727,0.118,0.618,118.844,0,1.69E-06,yeah get get yeah would say thing feelin way would tell im away im way force pick want woman feel like need lost way im word say please give time cause im word say oh please give time cause im word say right mind think yeah mind think yeah run mouth id rather listen someone else gave someone else know youre someone love dont want see one else dont want one else dont wanna one else used know back young brother brought saw made think differently miss feeling missing say youre done aw yeah yeah yeah aw yeah yeah yeah mind think,69,0.117,0.327,4,333947,1,1
643,With You,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.876,0.41,3aJkV6DUTSCqOwVwaBDG9B,10.034,0.262,0.132,127.956,1,0.000188,u right girl going u right girl going im yeah cant get enough babe open try open baby girl gon hate cut like girl oh know feel feel breaking real cant fake babe love locked,66,0.112,0.816,4,195053,1,1
644,Faithful,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.533,0.445,2qLcJOLrh6Djda4uLbldSA,10.543,0.111,0.0863,100.136,1,1.49E-05,check bitch know im high little bit way like thing foot as told nigga like play game cause feel like know dont know nigga done changed dont trying shit game aint money nigga fun dont fuck nobody shit would think mine way took would think broke way push,62,0.322,0.19,4,290133,1,1
645,Still Here,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.836,0.439,433P7tDcIAi6NLnf4Sh6tI,9.628,0.148,0.0237,133.937,0,0,doin well dog yeah yeah nigga doin well doin well dog city could tell could tell dog dog blew im city still im still dog shit girl bed dont trip first girl bed ask hundred cant fuck cause actin extra favorite rapper like son like son though nothing bout though nigga bread,68,0.617,0.241,3,189853,1,1
646,Controlla,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.545,0.478,3O8NlPh2LByMU9lSRSHedm,11.066,0.287,0.0873,92.326,10,0,right changed front gate thank god came many day could wait made wont let em fall think id lie think id die cry thing want like controlla controlla yeah like controlla controlla yeah okay like get tell go go faster like controlla controlla yeah like controlla controlla im never waste shorty say want girl wanna take money,76,0.114,0.317,4,245227,1,1
647,One Dance,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.796,0.61,1zi7xx7UVEFkmKfv06H8x0,5.857,0.0516,0.00842,103.99,1,0.00286,baby like style waist front way back way know dont play street safe never run away even im away there never much love go pray make back one piece pray pray thats need one dance got hand one time fore go higher taking hold need one dance got hand one time fore go higher taking hold baby like style strength im wishing friend nobody make end,85,0.351,0.391,4,173987,1,1
648,Grammys,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.711,0.441,5e574bhjycX1eH2l4Auage,9.516,0.466,0.00201,145.198,1,2.59E-06,yeah yeah yeah yeah yeah right look look tell really feel tell really feel would ask whats deal yall dont even got deal nigga deal couldnt make yall whole lot thing still aint dont know one could tell heard never hood heard hood cant sit well oh well ship still mine mine pull big try hit boat big yeah like old time nigga old day side gold mine im goin gold time boy better back fame fame like im shirt like im shirt like im shirt shorty whole city goin crazy whole city goin crazy top five,64,0.08,0.115,4,220427,1,1
649,Childs Play,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.739,0.472,3NxAG2ni1lLa8RKL6a0INc,11.204,0.156,0.0145,80.03,1,7.27E-06,breaking news nigga girlfriend went season game best believe shes fucking nigga team shes fucking somebody team shes game right right yeah say bounce shit like woah yeah bounce shit like woah already know like take get new girl thats play bounce shit like woah woah woah woah woah heard already know like take get new girl thats play bounce shit like woah yeah bounce shit like woah gotta fight know love go say im actin cant take nowhere place drive go dont need know business super go took key tried hide cant drive put find silence,70,0.207,0.289,4,241400,1,1
650,Pop Style,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.718,0.458,5mPSyjLatqB00IkPqRlbTE,10.024,0.117,0.187,132.998,4,3.43E-06,dropped school dumb rich sound like shit nigga wanna pop style turn birthday tell mom love make got many call like finish think started man boy got boy started dont know started hang young family man try ever look got yeah youve mind lately youve still got number girl need call feel like wanna see learn hard way,67,0.105,0.0514,4,212947,1,1
651,Too Good,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.82,0.641,3BtuIIrQlkujKPuWF2B85z,7.811,0.116,0.0662,117.974,4,5.07E-05,oh yeah yeah yeah oh yeah yeah yeah yeah look dont know talk dont know ask youre okay friend always feel need tell thing seems like theyre u day yeah day dont know talk dont know need feel like time see turn head side look differently yeah last night think lost patience last night got high last night came hope take hope take im good im way good take love granted dont understand im good im way good take love granted dont understand dont know talk,77,0.102,0.395,4,263373,1,1
652,Summers Over Interlude,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.688,0.278,3ppVO2tyWRRznNmONvt7Se,8.804,0.0299,0.325,132.02,4,0.00601,oh baby yeah day sun night rain summer simple found fun thats good pain,60,0.101,0.32,3,106333,1,1
653,Fire & Desire,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.711,0.254,4BhGTc3Cgay2U1QcTS7vQe,14.404,0.0863,0.0829,79.904,1,0,dedicate dedicate world yeah oh dedicate dedicate give dedicate dedicate dedicate dedicate dedicate dedicate dedicate dedicate dedicate dedicate dedicate dedicate oh yeah dedicate dedicate throwin dirt old name get worse know thing dont see whole thing get real pill like like wanna buy keep front never back never side yeah,71,0.0865,0.253,4,238120,1,1
654,Views,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.589,0.869,7MjSipTto9QljYzZnloXOn,5.827,0.311,0.0618,80.007,5,0,question ever leave answer question ever leave answer yeah feel pressure man know pressure like im lot coming section yall nigga playing know gon take fall right call could throw got glove fitted saying love isnt love day wasnt get worked whenever let everyday trying catch dropped right graduate six left mama day promise gotta wait took word thats say,61,0.239,0.0737,4,311960,1,1
655,Hotline Bling,Drake,100,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",27618261,0.903,0.621,0wwPcA6wtMf6HUMpIRdeP7,8.132,0.0578,0.00302,134.969,2,0.000186,used call used used yeah used call cell phone late night need love call cell phone late night need love know mean one thing know mean one thing ever since left city got reputation everybody know feel left girl got got cause ever since left city started wearing goin dance floor hangin girl ive never seen used call cell phone late night need love,79,0.0504,0.553,4,267067,1,1
656,Craving,James Bay,78,"['neo mellow', 'pop']",2023352,0.683,0.913,3IrpnPDpkCqgQkAtgOARzV,5.352,0.035,0.0102,125.039,5,5.19E-05,walking town grew rain every dark making bus lane nobody look life yesterday like im craving craving craving something feel go need fear even close im craving still craving something feel,46,0.274,0.854,4,228120,0,1
657,Hold Back The River,James Bay,78,"['neo mellow', 'pop']",2023352,0.715,0.715,7tmtOEDxPN7CWaQWBsG1DY,7.364,0.0904,0.0526,134.923,5,0,tried keep close life got tried think hold back river let look eye hold back river stop minute see hide hold back river hold back upon different life sky crawl time distant day hold back river let look eye hold back river,67,0.0936,0.506,4,238747,1,1
658,Let It Go,James Bay,78,"['neo mellow', 'pop']",2023352,0.546,0.311,13HVjjWUZFaWilh2QUJKsP,10.396,0.0288,0.818,147.464,1,1.65E-05,walking home talking seeing clothes nervous touch getting drunk slipping near edge holding something dont need gonna bring u come let go let dont ill everything thats broke leave breeze dont ill ill,76,0.107,0.246,4,260533,1,1
659,If You Ever Want To Be In Love,James Bay,78,"['neo mellow', 'pop']",2023352,0.684,0.837,0UGRfHjN5t2qRMgfTpYnd3,5.46,0.0307,0.0276,115.94,0,2.98E-05,saw today much time felt like used talking hour different life surrounded u close never close enough dont oh ill come around ever want love im waiting im willing call ever want love ill come around wanted ask could,57,0.0627,0.565,4,238973,1,1
660,Best Fake Smile,James Bay,78,"['neo mellow', 'pop']",2023352,0.689,0.886,6AmxeIQnj00ObQNSBFFMGd,4.266,0.0424,0.0228,142.017,11,0,dont wear best fake smile dont stand burn inside oh oh oh dont like shes working late making eye door shes sick everybody floor want sun eye get used put get back shes slipping trying carry act shes light shes beginning crack dont wear best fake smile dont stand burn inside oh oh oh dont like dont care dont pretend nobody need best fake friend oh oh oh dont hide,50,0.275,0.936,4,205027,1,1
661,When We Were On Fire,James Bay,78,"['neo mellow', 'pop']",2023352,0.686,0.811,4p6cAXMndDfxWe6oCzqfuU,5.338,0.0495,0.00115,114.015,10,0,apart getting hard hold day getting dark night growing cold burning sight rolling ocean there cut rose youre lost moment heart alive maybe might send u back sun know know losing light love dying cold floor like fallen star take back,44,0.148,0.752,4,238427,0,1
662,Move Together,James Bay,78,"['neo mellow', 'pop']",2023352,0.556,0.298,0GDQXt7qRJIDDUmcufomrU,10.842,0.0344,0.717,130.598,10,1.66E-05,home end night turn side know two hour didnt get tonight dont tomorrow dont ruin gonna move together come closer dont move together come closer gonna breathe gonna together keeping peace,53,0.141,0.278,3,275493,1,1
663,Scars,James Bay,78,"['neo mellow', 'pop']",2023352,0.424,0.451,2cAybAa8GqYLhiqgrkrNUp,8.817,0.0626,0.09,129.768,5,0.00048,youre time go running mind lost always knew day coming ever gonna grow apart watch red heart sky always listening tear soon hold wont let go swear live scar time ive made mind cant leave u behind anymore hand cold lip turning blue youre shaking heart heavy chest breaking dark try make pay phone call,51,0.11,0.212,5,272600,1,1
664,Collide,James Bay,78,"['neo mellow', 'pop']",2023352,0.681,0.765,4OF1jvruJaAzVpHjZlEsxj,5.893,0.0485,0.0314,92.023,5,4.13E-05,know well know gonna collide know well call end always always lie wear heart sleeve wear blood tie love underneath oh left hole dont cut easily im holding think time open dont mean bleed turn go wild want fire cant bear let go keep throwing id rather fight night never life,42,0.133,0.787,4,203907,0,1
665,Get Out While You Can,James Bay,78,"['neo mellow', 'pop']",2023352,0.494,0.74,3WFdSqXYwxpJA2khqdb8Jw,5.809,0.076,0.0556,146.905,7,0.00116,ive looking night watching empty hour invisible always double vision ive losing mind listening broken stacking broken lonely picture hear voice round head always thing said get get still dont let night slip hand world wide stand get get still ooh ooh im glass see light green there people falling street something come together ive long stay theyll tie,40,0.136,0.424,4,280293,0,1
666,Need The Sun To Break,James Bay,78,"['neo mellow', 'pop']",2023352,0.537,0.485,1OwHOfTeJkdRhdqq93y2XV,8.131,0.0332,0.102,152.012,2,3.83E-06,im gone im youre want bring dawn need sun break youve heart im shaking luck could change dark youre need hope im late hope im late back room,63,0.319,0.293,4,224813,1,1
667,Incomplete,James Bay,78,"['neo mellow', 'pop']",2023352,0.52,0.401,78O8CIzX5ZMuJh39fQOR3i,9.157,0.037,0.662,144.624,2,0,breathe slow heart left shelf started beating half death cause youre youre mine press lip neck stay ive trying perfect wait scared hope head making sweat youre head chest shouldve world turn well grow well learn breathe fall back,57,0.118,0.224,4,224267,1,1
668,Location,Khalid,95,"['indie r&b', 'pop', 'rap']",3383723,0.799,0.436,1WIfWj5skn5UUZTs4cEFBe,9.975,0.379,0.283,80.028,1,0.000105,send let focus cause need time place come send let ride dont need nothing else time wonder fool new new didnt wanna fall attention dont take dont leave heart understand thing go little bit better plan oh wont send,69,0.0968,0.311,4,217566,1,1
669,Young Girls,Bruno Mars,90,"['pop', 'postteen pop']",17265708,0.561,0.749,3G5iN5QBqMeXx3uZPy8tgB,4.951,0.032,0.461,125.986,6,1.82E-06,spent money bought big old car oh yeah know keep til sun high til start calling name im dont know guess ive always way wrong still drive night long night long young wild girl make mess yeah young wild girl youll death death young wild girl matter yeah young wild girl,70,0.205,0.501,4,228720,1,1
670,Locked Out Of Heaven,Bruno Mars,90,"['pop', 'postteen pop']",17265708,0.726,0.698,3w3y8KPTfNeOKPiqUTakBh,4.165,0.0431,0.049,143.994,5,0,one two one two three oh yeahyeah oh yeahyeah yeahyeah oh yeahyeah oh yeahyeah yeahyeah never much faith love never wanna put heart line swimming world something im born every time spend night cause sex take paradise yeah sex take paradise yeah yeah yeah cause make feel like ive locked heaven long long,79,0.309,0.867,4,233478,1,1
671,Gorilla,Bruno Mars,90,"['pop', 'postteen pop']",17265708,0.717,0.544,2ih2U8ttFzCjnQ5njF3SrR,6.598,0.0371,0.445,139.959,7,5.16E-06,ooh got body full liquor im feeling like im foot tall lay lay got sky eye let hear say want say say look youre look youve done cant run cause got promise killer youll chest bang bang gorilla ooh yeah baby making love like,70,0.0973,0.641,4,244493,1,1
672,Treasure,Bruno Mars,90,"['pop', 'postteen pop']",17265708,0.874,0.692,55h7vJchibLdUkxdlX3fK7,5.28,0.0431,0.0412,116.017,5,7.24E-05,baby sexy motherfucker gimme gimme gimme attention baby gotta tell little somethin youre oh youre sexy lady walk around like wanna someone else know dont know youre fine fine oh girl im gonna show youre mine oh mine honey youre golden star,78,0.324,0.937,4,178560,1,1
673,Moonshine,Bruno Mars,90,"['pop', 'postteen pop']",17265708,0.705,0.784,30raivfq7rSt5nKltiHfzG,4.351,0.0279,0.211,104.98,2,4.30E-06,hello know look even better way night moment lip know started feel something incredible there sex ooh let go youre best way know escape world aint know damn sure world aint lift say goodbye let fire set free oh take u star tonight take u special place place went last time last time,61,0.0813,0.418,4,228573,1,1
674,When I Was Your Man,Bruno Mars,90,"['pop', 'postteen pop']",17265708,0.612,0.28,0nJW01T7XtvILxQgC5J7Wh,8.648,0.0434,0.932,72.795,0,0,bed feel little bit bigger song radio dont sound friend talk tear cause heart break little hear name like oh young dumb realize shouldve bought held hand gave hour chance take every party cause wanted dance dancing shes dancing another man,83,0.088,0.387,4,213827,1,1
675,Natalie,Bruno Mars,90,"['pop', 'postteen pop']",17265727,0.76,0.733,0inMKhbKWOTDA9UBUAKoU6,6.704,0.0504,0.15,111.975,7,0,oh never done never wanna wrong turn road cant pretend well learned little late good god blind cause got everything everything everything alright like daddy im man never afraid roll dice put bet little miss snake eye life better sleep one eye open better make sure lock cause get hand imma natalie ran away money fun natalie shes probably thinking funny telling everyone well im gold bitch,63,0.0647,0.611,4,225027,1,1
676,Show Me,Bruno Mars,90,"['pop', 'postteen pop']",17265727,0.743,0.706,2tCPIp83mRXvVTytTAf1W4,5.728,0.0535,0.0461,77.989,5,0,oh yeah oh yeah baby ooh see eye want good time wanna put body mine alright dont change mind dont change oh oh yeah called today way dont let bus go waste oh go wont think youre easy wont think youre fast eye sayin please lip scared ask need fight know feel right say youre woman know show got got show tell day lonely well show show show tonight yeah girl show,60,0.204,0.514,4,207560,1,1
677,Money Make Her Smile,Bruno Mars,90,"['pop', 'postteen pop']",17265727,0.754,0.677,6FPQabaldvKE5cjqRfY9Os,6.555,0.0709,0.0943,93.022,0,7.39E-05,get back comin stage girl new town go name pretty little thing swear wont let watch drop like hey hey oh complicated wont take see music make dance money money money make smile yeah yeah money money money make smile yeah yeah money money money make smile,58,0.153,0.78,4,203973,1,1
678,If I Knew,Bruno Mars,90,"['pop', 'postteen pop']",17265727,0.522,0.413,7lXOqE38eCr979gp27O5wr,5.86,0.0316,0.722,175.972,3,0,oh oh oh city boy right id always run boy fun wouldnt done thing done knew one day youd come baby baby baby baby oh oh oh know break heart,67,0.0854,0.49,3,132640,1,1
679,Walk On Water ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.483,0.439,7CcoUAtUcYhUfBsmtn0ajO,10.212,0.238,0.805,81.986,9,0,walk water aint jesus walk water high bar set cant reach far cry grasp soon grab lose grip like flying dark know high rip apart stomach matter come youre gonna thats hard pressure like feel ice walk water aint jesus walk water first set always search havent spit yet step another whatever love respect ive rhyme perfect always feel like im mark til go sit car listen pick apart like shit,74,0.637,0.618,4,303640,1,1
680,Believe,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.884,0.492,4iTyf5pLZMOR8YrEZgSopo,5.343,0.112,0.16,130.072,1,0,started bottom like like round still put hand wound spend time sucker free high breeze pen got air like wind another day life used get made say hi im em im guess im way sky still remember day general since look made ya first dont put use cause bein poor excuse give show em youre close god like almost got close time screw im lit attitude blew quick thats call grew short fuse got important news anyone thought done nah bitch quite back got faith still believe didnt give everything give make see ill never forget turn back walk never let live ill never quit still believe,73,0.359,0.11,4,315347,1,1
681,Chloraseptic ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.898,0.753,13aKdwvdGjuZDv2OOKyvs7,6.336,0.275,0.0416,132.066,1,0,bring get wrote like piece paper rap shit got place place barely leave house cause youre always stuck pad yeah thats gotta write thats sound got around throat inside mouth go thats like mic cause im dead til neck split like hair extra youre scared death bitch youre legend pair black strapped electric swear every record bitch finger high air bet flip like pressure switch im neck like go head spit flow bitch im throat like got im shit wrote next shit next shit im throat im feelin yeah ill take hundred hundred like nothin lose loose loose somethin somethin somethin yeah uh still hip hop still point filled still boy ill put place like boy still aint boy,64,0.253,0.414,4,301147,1,1
682,Untouchable,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.554,0.887,6IvespQWGW4USXwexlVKDm,3.367,0.503,0.0803,172.233,7,0,hand dont shoot pull pant promise wont may never understand use aint ever gonna grasp go black boy black boy aint gonna lie black boy black boy dont like sight pull side window rolled wonder see side probably comin dope house could let light blew know youre another drug charge homie back inside case chase might got tried true right wed back walk lay side fucked fuck keep keep doin like youre doin matter many ruin red white blue time go find new one split head right two ever cause youre white boy white boy youre momma talkin tryna tell live white boy white boy cop car dont listen cause head like white boy white boy youre coming end dont even care nobody tell shit cause im big black boy black boy dont get dont care done fuck man dont tell u get shoulder pull pant bout roll throw as dont know close chest better show hand put ease get shot die boy crime war come tryna clean street thats call em theyre like police talk like piece trash feel like stuck time,64,0.15,0.648,4,370133,1,1
683,River ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.748,0.749,1cS0TgbR263ey9jn0MwD2s,5.916,0.516,0.142,90.09,8,0,ive thief lover need holy water feel washing well little one dont want admit something gonna cause pain truth right falling like rain let river run he comin home neck catch sweat dress he sex want get back match shes back like shes kept track guess happens movin next actually shit last chick cause love danger dont fuck girl even know shes plan back knife hand say hangin shes lately say maybe shell man know shes try play dont care hi said first night tonight ive thief lover need holy water feel washing well little one dont want admit something,85,0.0713,0.659,4,221013,1,1
684,Remind Me ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.596,0.452,2tKJpsRSTxmGAe6TKcstR4,24.656,0.595,0.836,73.704,3,0.000479,damn girl drive crazy,15,0.707,0.491,5,26333,0,1
685,Remind Me,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.754,0.869,5uvwJAheJJEkgu88t3Wqf5,3.843,0.303,0.137,93.77,4,0,bust butt calling party get floor pop shit search chick thick big hang big like go wit spot first go shit pant dont fit butt wont ever give thats stick matter cause got as wont quit get grab hold get grasp blow laugh go cause youre nasty thats thats love cause remind thats love cause youre like said love cause remind thats love cause youre like nasty know im new shirt tonight yo im lookin tight like,71,0.752,0.784,4,225173,1,1
686,Revival ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.61,0.283,74dQwVKuCx6aDI2BQ7xW92,9.696,0.0286,0.879,99.917,6,1.16E-06,ive high cant smoke everything go grasp,64,0.293,0.762,4,51827,1,1
687,Like Home ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.78,0.787,2Ie7pnF3ZKNTde30TQWlWx,4.581,0.245,0.232,109.883,8,0,yeah everybody trip dont agree feel like someone get time bury tell get everybody foot street barely even watch news like look like think he trying u like like johnny hell unite u cuz nothing u inside like fight two collide cuz tight one life come pull u thats get pride cant star cuz type hard deal there always tomorrow still start like scar band together fallen wall hit damn start spray get get brand new better america,67,0.246,0.258,4,245467,1,1
688,Bad Husband ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876316,0.514,0.72,3GOjD8hwXOxbTF3apTqSqX,5.189,0.322,0.0738,96.237,8,0,never saw eye eye eye eye lie lie fight flight much need carry oh back news love like fun actually used run back jump back give tongue laughed stomach fun back youth wasnt knew done actually there one truth could back would many thing different cause excuse hit would use abuse punch back girl dad im confused come lord come come good father good dad bad husband good father great dad bad husband wouldnt beat love block line thats hot forgot laughed little lot ill never forget came home held day went jail would wait lady phone mom call watch pull decided giving one try despite youre lightning sky get dark,70,0.148,0.478,3,287893,1,1
689,Tragic Endings ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.665,0.769,3xpTHrC1b6dmiLEeM5jO0z,5.04,0.249,0.4,80.971,4,0,im cant see straight fault got way got hand something great found way mess best tried change got hand something great found way fuck im one thing couldnt hate youre one thing would die life told never nothin special dont need every second already shot hell im fallin im dont want one else see cause feel like im piece shit every time doesnt help make feel like ive died gone heaven make life livin hell thing lip shes im im around finger let sit something better come along shell drop like hot look like im pain im okay though cause know love friend know like im drowning sea hoping reach know youre cant see,69,0.709,0.512,4,252027,1,1
690,Framed,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.744,0.827,4UTpObwAYO67yymOoCeXwS,2.972,0.113,0.0136,145.972,7,0,feeling lip know thinking wanna stick like shes better pay attention could better wear least three jail get man dont think fuck even three please tv cant hear shes shes around remember said im sink put body front leave em hey man know look like please give one minute think explain aint nobody know word im come shirt there missing person he got nothin im almost,65,0.272,0.735,4,252960,1,1
691,Nowhere Fast ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.7,0.74,4xs1uoAjiWAEecX9yKGSF6,4.617,0.184,0.254,79.015,11,0,air fire dont care yeah wasted youth always road never lookin back never gettin old cause sky black heart made gold fuck doin youre told goin nowhere fast feel sorry beat track road takin back memory lane rap still look crowd taken im fact packed path headed nowhere fast another like half madison isnt u pas nowhere cause air fire dont care yeah wasted youth always road never lookin back never gettin old cause sky black heart made gold fuck doin youre told goin nowhere fast cause goin goin goin goin goin goin nowhere run goin nowhere fast fuck doin youre told act like old,70,0.0682,0.663,4,264173,1,1
692,Heat,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.843,0.86,7ntU619k40YVxcRvFNDTNn,5.386,0.273,0.172,99.026,7,0,wanna take top lady remind shit cause got as thick two call cause could set glass first time saw actually said gotta meet like exactly love sorry im im sat shelf feel like ima bust maybe im ahead let slow slow im tryna catch im tryna jump got control spell wanna put bow like arrow grab hope problem fact thing agree put dont snap supposed get grabbed think call wanna climb ima keep hundred like im watchin rap im dude back six im wanna day day night ask ill stay night say youre fire youre burning want day night feel heat feel feel feel feel feel heat,63,0.31,0.519,4,250000,1,1
693,Offended,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.661,0.865,6ogACNVtzSJHzqLhzUegaf,4.439,0.362,0.561,139.731,1,0,claim get youll give em even walk shoot kick ill call yall party gettin wouldnt catch body probably let fall hit youd first claim bitch stop bein body like hardly job aint nobody back club like oh god he time get probably aint wouldnt take wave need stop bein youre still im still feel like popping pill coffee send hotel lil still never kiss butt set gone til get president pen send big bitch let sing shit arm im ya cause nobody everybody want go eat hope offended drag name dirt ima make eat word hope offended try hold better let cause youre gonna make thing worse hope offended cause swear get im never gonna let til everybody hard bring worst like goin candy im gettin im im daddy got camera hat im like damn chick look like,63,0.842,0.731,4,320920,1,1
694,Need Me ,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.695,0.661,6B2ERbVUDfIiUNXCWhjzFG,7.2,0.0645,0.00525,104.979,10,0,youre drunk carpet burned hate find like always find like come home clean mess would without always come back oh wouldnt im starting think maybe need maybe need maybe needed im starting think maybe need maybe need maybe needed night want run never easy cannot reason smile come would without maybe thats come back oh wouldnt im starting think maybe need maybe need maybe needed im starting think maybe need,64,0.286,0.513,3,265467,1,1
695,In Your Head,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.647,0.778,5qykEZTHAcplCLrynoLRnN,5.257,0.224,0.00164,82.918,1,0,whats head head whats head head oh im shit much shit car fit im far get away problem til forget whats tomorrow like cause tonight im life get corner stop fuck goin whole life yeah right oh might go get hypnotized dont even recognize one try look alive there nothin like holdin head high youre dead inside hide case youre cause done mine im back fuck ive done enough rap shit brought nothin back,70,0.389,0.252,4,182640,1,1
696,Castle,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.612,0.819,0lc70Jh2s1iOMuv9XIEhFy,4.592,0.321,0.0274,84.977,7,0.000646,built trapped im sorry alone wrote youll turn page im gone hope youll sing along song want know aint scared whatever take raise im whatever whatever december dear song youll coming stomach soon better something quick ima able barely long youre thats time thinking ahead ima make kill let see far take music im getting sick chasing illusion sorry writing pen hand shaking please excuse little nervous time use im saying write em passion im letter maybe feel im trying build sand baby girl sit got baby girl welcome mom crazy world love daddy,69,0.0938,0.279,4,254760,1,1
697,Arose,Eminem,98,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20876401,0.532,0.906,3fYptFSlH8Xs7Uoybytyrm,6.118,0.446,0.168,140.684,4,0,could time like inside one day every pill cut thatll hurt everything death turning wait got machine love bean didnt want know struggling feel like im like heard say arent death guess heard say theyre birthday im missing birthday baby girl im sorry fucking hate hurt thank waiting open girl open em dad aint making home wish strength blow kiss go make cant make one im nothing come im inside wont scream put arm around momma wow thought ill never get walk u never see graduate bout happening ive got much im truly sorry let two thought gave like new school,69,0.14,0.547,1,274627,1,1
698,A.K.A.,Jennifer Lopez,79,"['dance pop', 'pop', 'pop rap', 'postteen pop', 'r&b', 'urban contemporary']",5431352,0.676,0.808,2XigeYgSpAjYTWnjjuwEjR,5.003,0.143,0.111,134.934,8,0,hear girl used know talking dont think want explore took long find want right im gone stay around style never stick around aka never hold aka cant figure aka dont know oh dont know aka aka oh dont know aka dont know oh dont know,41,0.0353,0.401,4,228667,0,1
699,First Love,Jennifer Lopez,79,"['dance pop', 'pop', 'pop rap', 'postteen pop', 'r&b', 'urban contemporary']",5431352,0.621,0.708,5P16LUPtZ1I5t3EqwELD53,5.084,0.0444,0.00961,100.025,11,0.00294,see know little bit something good always come little bit something bad wasnt looking someone new till came giving best ive youre skin body body working yeah play win steady round round oh oh oh oh wish first love cause first baby would second third love woah oh oh oh wish first love cause first baby would second third love woah oh oh oh dont worry bout aint thing cause got cloud 9,53,0.311,0.455,4,215787,1,1
